settlement_id,settlement_date,bank_utr,payment_id,order_id,gross_amount,fee,gst_on_fee,refund_deduction,net_amount,payment_method,captured_date,settlement_status
set_Ug9C5dqtELc0MalO,2025-08-12,9136817203136955,pay_nDCrthtN8wREQjka,ord_HPZPl34RApa10bO0,2551.60,51.03,9.19,0.00,2491.38,card,2025-08-10,settled
set_Ug9C5dqtELc0MalO,2025-08-12,9136817203136955,pay_Elk1432IQ9iGWlgS,ord_dsd8Coq4eRlXGnRW,4269.24,85.38,15.37,0.00,4168.49,upi,2025-08-08,settled
set_Ug9C5dqtELc0MalO,2025-08-12,9136817203136955,pay_4cVvue98ATn7jp3k,ord_2ozm6RqNbOW8W3nD,372.76,7.46,1.34,0.00,363.96,upi,2025-08-08,settled
set_Ug9C5dqtELc0MalO,2025-08-12,9136817203136955,pay_miI8AsPJ21x8Vg8I,ord_GIt6ibWrBgrnGdRi,2052.03,41.04,7.39,0.00,2003.60,upi,2025-08-10,settled
set_rgY4BnjnePHXmz1q,2025-08-12,3222739389920457,pay_gl2d0JOibcRbWW6o,ord_irgunRIvSmZXeeTe,1188.83,23.78,4.28,0.00,1160.77,upi,2025-08-10,settled
set_rgY4BnjnePHXmz1q,2025-08-12,3222739389920457,pay_E3t9qsMfuIlwgYf6,ord_FfR6W6UAvttcpWDh,943.55,18.87,3.40,0.00,921.28,upi,2025-08-07,settled
set_rgY4BnjnePHXmz1q,2025-08-12,3222739389920457,pay_GaPvK3BnsXmRczSg,ord_pebQuHaRqepCYlAS,2839.02,56.78,10.22,0.00,2772.02,upi,2025-08-07,settled
set_rgY4BnjnePHXmz1q,2025-08-12,3222739389920457,pay_G8LAY0N74FFy5xFh,ord_6cggaqI9euK4yBN9,292.63,5.85,1.05,0.00,285.73,card,2025-08-07,settled
set_rgY4BnjnePHXmz1q,2025-08-12,3222739389920457,pay_Jw2zyiZiz55OcIoH,ord_rrcq5wmo5aho4zEK,273.06,5.46,0.98,0.00,266.62,upi,2025-08-08,settled
set_rgY4BnjnePHXmz1q,2025-08-12,3222739389920457,pay_m6BJKdzDrx8TQxhn,ord_w1AAy1mJm2c2wGHr,1744.26,34.89,6.28,0.00,1703.09,upi,2025-08-07,settled
set_qzwNVIaFVCY4icfY,2025-08-12,7182360107126158,pay_D3RcbUQmbeTkEy1h,ord_pZ3rvhwoEBzppVyz,4233.66,84.67,15.24,0.00,4133.75,upi,2025-08-09,settled
set_qzwNVIaFVCY4icfY,2025-08-12,7182360107126158,pay_q0ucEkTliSflsYZi,ord_Yo7JSxt54lWFWMbY,3588.90,71.78,12.92,0.00,3504.20,upi,2025-08-08,settled
set_qzwNVIaFVCY4icfY,2025-08-12,7182360107126158,pay_fibMBJBdEOYGHnpB,ord_5R9hasvQ7c9O4RqR,1069.07,21.38,3.85,0.00,1043.84,upi,2025-08-07,settled
set_qzwNVIaFVCY4icfY,2025-08-12,7182360107126158,pay_0thyG5ohn0wGvyBz,ord_OFqeIn9CZCEFuve7,4350.39,87.01,15.66,0.00,4247.72,card,2025-08-10,settled
set_qzwNVIaFVCY4icfY,2025-08-12,7182360107126158,pay_AYs0k2CkNwkIi3N4,ord_5PrE28Ej05fYDrGd,39608.18,792.16,142.59,0.00,38673.43,upi,2025-08-08,settled
set_qzwNVIaFVCY4icfY,2025-08-12,7182360107126158,pay_f5bS35PTaUfZgtN8,ord_DXK7gAXB4i17LmLN,8116.65,162.33,29.22,0.00,7925.10,upi,2025-08-09,settled
set_N7qnLF1p0arQ1wdU,2025-08-12,4223322280194425,pay_UqAeOGKx3NUVC0Tp,ord_FCIAwj1Vq7tgLMzf,857.06,17.14,3.09,0.00,836.83,upi,2025-08-09,settled
set_N7qnLF1p0arQ1wdU,2025-08-12,4223322280194425,pay_CHFdl2NQyQT8hGED,ord_Xce7YvSQnlxbXdUh,1159.38,23.19,4.17,0.00,1132.02,card,2025-08-09,settled
set_N7qnLF1p0arQ1wdU,2025-08-12,4223322280194425,pay_36oru68x0MhbUuyw,ord_jbWMrp8Jb8hHB5v6,1449.26,28.99,5.22,0.00,1415.05,card,2025-08-09,settled
set_N7qnLF1p0arQ1wdU,2025-08-12,4223322280194425,pay_lukb2mh2InSwQaSZ,ord_eDWCM4WdcC8Urgzz,15230.92,304.62,54.83,0.00,14871.47,upi,2025-08-08,settled
set_N7qnLF1p0arQ1wdU,2025-08-12,4223322280194425,pay_dyBvOvsaSBa6mdvf,ord_pQJytRM261uAEiML,2923.84,58.48,10.53,0.00,2854.83,upi,2025-08-10,settled
set_N7qnLF1p0arQ1wdU,2025-08-12,4223322280194425,pay_MHkec4lrJbGYiusI,ord_wmgaZJkv65iGRhVZ,15708.15,314.16,56.55,0.00,15337.44,upi,2025-08-10,settled
set_iptJy9nLtVDL39UX,2025-08-12,0637311804674130,pay_zUWrSKyOSX9XimPP,ord_Z0dt35EfrkjhCh4A,3652.67,73.05,13.15,0.00,3566.47,amex,2025-08-10,settled
set_iptJy9nLtVDL39UX,2025-08-12,0637311804674130,pay_aY64Sx0rYtVnWRFm,ord_YKbftvyxBX0v5kJt,47909.97,958.20,172.48,0.00,46779.29,upi,2025-08-08,settled
set_iptJy9nLtVDL39UX,2025-08-12,0637311804674130,pay_Q55HDAAKKfFjEzR9,ord_I91sOFsyyhAqD2CC,3672.94,73.46,13.22,0.00,3586.26,card,2025-08-08,settled
set_iptJy9nLtVDL39UX,2025-08-12,0637311804674130,pay_OvzpX3rPiryRtHy1,ord_j6XiIFbVkcmacZxT,357.32,7.15,1.29,0.00,348.88,upi,2025-08-10,settled
set_iptJy9nLtVDL39UX,2025-08-12,0637311804674130,pay_hRnOM5ya0V5BtkrL,ord_qZJEo6EjUYckCkvQ,139733.43,2794.67,503.04,0.00,136435.72,upi,2025-08-10,settled
set_iptJy9nLtVDL39UX,2025-08-12,0637311804674130,pay_iLXclXZbEITYOK6B,ord_vsdG1zBKEfgYaHrO,12001.14,240.02,43.20,0.00,11717.92,upi,2025-08-08,settled
set_eT16voUAoNXYDwpO,2025-08-12,7561547055491215,pay_xzIrNmhE9s8i3emB,ord_Xw5U2a5Hvu05nnDg,2903.42,58.07,10.45,0.00,2834.90,upi,2025-08-09,settled
set_eT16voUAoNXYDwpO,2025-08-12,7561547055491215,pay_dcEJSyHSmNwVc04a,ord_rTuSMn6LBSMzqEcH,760.51,15.21,2.74,0.00,742.56,card,2025-08-09,settled
set_eT16voUAoNXYDwpO,2025-08-12,7561547055491215,pay_T1XDiPuXEkutn3nW,ord_iPA0ugfxCRBnqCuy,6942.84,138.86,24.99,0.00,6778.99,amex,2025-08-10,settled
set_eT16voUAoNXYDwpO,2025-08-12,7561547055491215,pay_uneb0QFlB584hALx,ord_OfpIejVHNEpSQD71,40932.08,818.64,147.36,0.00,39966.08,card,2025-08-09,settled
set_eT16voUAoNXYDwpO,2025-08-12,7561547055491215,pay_Vt8zwQRq2YIhhjSu,ord_3HIrlVi0JkWpaQwX,353.63,7.07,1.27,0.00,345.29,upi,2025-08-10,settled
set_eT16voUAoNXYDwpO,2025-08-12,7561547055491215,pay_7E5RtrXdjMWHrkgc,ord_ywgDzhyouMoH1rAb,236.93,4.74,0.85,0.00,231.34,card,2025-08-09,settled
set_F8QEvpUQjpjX9kbe,2025-08-12,2070204262019712,pay_zNIqRkRboafDgXDG,ord_wnlK81F1e9kzRttP,1962.05,39.24,7.06,0.00,1915.75,amex,2025-08-09,settled
set_F8QEvpUQjpjX9kbe,2025-08-12,2070204262019712,pay_rdPTkU6PahKGxeii,ord_FK1ePImdsjOvPTUJ,29899.57,597.99,107.64,0.00,29193.94,upi,2025-08-09,settled
set_F8QEvpUQjpjX9kbe,2025-08-12,2070204262019712,pay_GmZgaHv0ZhzIajM5,ord_Rn194R0Y34CnEFxs,238.27,4.77,0.86,0.00,232.64,upi,2025-08-08,settled
set_F8QEvpUQjpjX9kbe,2025-08-12,2070204262019712,pay_sXQrMZDMLf28qUrp,ord_SicBAQ7zdo3ZeqPH,1584.55,31.69,5.70,0.00,1547.16,card,2025-08-08,settled
set_F8QEvpUQjpjX9kbe,2025-08-12,2070204262019712,pay_4IRFRJZdGETkIF1a,ord_hCOGfHEMjzqEaRBl,12420.43,248.41,44.71,0.00,12127.31,amex,2025-08-09,settled
set_F8QEvpUQjpjX9kbe,2025-08-12,2070204262019712,pay_P0gH0RBT1kLKXIB7,ord_9MWMkU44fAQonY9r,20361.71,407.23,73.30,0.00,19881.18,upi,2025-08-08,settled
set_tFT6jua6ZgoZjgNK,2025-08-12,7731922760759889,pay_tu0HMhMjLnWg7HNP,ord_YJkv0Q30zKuApfl4,718.63,14.37,2.59,0.00,701.67,upi,2025-08-10,settled
set_tFT6jua6ZgoZjgNK,2025-08-12,7731922760759889,pay_lU1qUNLYvSbxKkaL,ord_v98iVN3Rvnpqnnfh,2672.40,53.45,9.62,0.00,2609.33,card,2025-08-07,settled
set_tFT6jua6ZgoZjgNK,2025-08-12,7731922760759889,pay_KDy6Pund4yRjnWmz,ord_HxxhnvCqhorA0yNZ,857.85,17.16,3.09,0.00,837.60,upi,2025-08-09,settled
set_tFT6jua6ZgoZjgNK,2025-08-12,7731922760759889,pay_WzFq98ZyiEe37WPn,ord_zj69pQCudo4LkneF,43872.45,877.45,157.94,0.00,42837.06,upi,2025-08-09,settled
set_tFT6jua6ZgoZjgNK,2025-08-12,7731922760759889,pay_D4ZGd9NZkWRb9Qva,ord_xmMEJ2gPGBfY5SdL,584.37,11.69,2.10,0.00,570.58,upi,2025-08-07,settled
set_tFT6jua6ZgoZjgNK,2025-08-12,7731922760759889,pay_TOMjq5HnviVPR2r9,ord_vWVzlu4oILNaVoaR,302.99,6.06,1.09,0.00,295.84,card,2025-08-10,settled
set_dhV066q3rTHFvUL7,2025-08-12,9523120219150576,pay_ekSVFn1rZMm5UNoZ,ord_SBeuNwubkvIxYI34,45523.95,910.48,163.89,0.00,44449.58,upi,2025-08-08,settled
set_dhV066q3rTHFvUL7,2025-08-12,9523120219150576,pay_UuPjZGtJjkOl3hoZ,ord_4fYLTN3wD9gv98Go,15987.23,319.74,57.55,0.00,15609.94,upi,2025-08-08,settled
set_dhV066q3rTHFvUL7,2025-08-12,9523120219150576,pay_VN6FYworFPeMIDqw,ord_5L7CxsoNP4TzjHpD,4887.43,97.75,17.59,0.00,4772.09,upi,2025-08-07,settled
set_dhV066q3rTHFvUL7,2025-08-12,9523120219150576,pay_v6Qmy74B3XRMIHRw,ord_Ef9jPu0WNQDa1wBp,1123.66,22.47,4.04,0.00,1097.15,upi,2025-08-09,settled
set_dhV066q3rTHFvUL7,2025-08-12,9523120219150576,pay_kSvYURIjzK0SuMyl,ord_vqIGmCwCWI4UZMw2,170688.15,3413.76,614.48,0.00,166659.91,card,2025-08-09,settled
set_dhV066q3rTHFvUL7,2025-08-12,9523120219150576,pay_cukynSNyQ0EpLZ4s,ord_Hiuf2Wu6CpaSWoUJ,4604.68,92.09,16.58,0.00,4496.01,card,2025-08-07,settled
set_QRnxRADI8cShveSb,2025-08-12,7416365604500635,pay_jFZ9BqiNNGGYKwjH,ord_eiPepyiNsVwcxxpY,1611.80,32.24,5.80,0.00,1573.76,upi,2025-08-08,settled
set_QRnxRADI8cShveSb,2025-08-12,7416365604500635,pay_wPltCuMO8N4Zdx7Q,ord_2ITgIHCH2zu5R2mv,764.77,15.30,2.75,0.00,746.72,card,2025-08-08,settled
set_QRnxRADI8cShveSb,2025-08-12,7416365604500635,pay_xRzhqFDEalC94FY8,ord_nk2EOnz9HUTMUdgn,4595.48,91.91,16.54,0.00,4487.03,card,2025-08-10,settled
set_QRnxRADI8cShveSb,2025-08-12,7416365604500635,pay_jspFB0o53CgzZZH4,ord_58j5EwB6pQ8McFI5,1875.48,37.51,6.75,0.00,1831.22,card,2025-08-09,settled
set_QRnxRADI8cShveSb,2025-08-12,7416365604500635,pay_9uEmCSH0MfuUi39M,ord_BvEwsT04b2LdcUqr,26447.45,528.95,95.21,0.00,25823.29,card,2025-08-08,settled
set_QRnxRADI8cShveSb,2025-08-12,7416365604500635,pay_Marjpe6kMhDUd12x,ord_ORyupimxgLegJBvv,577.48,11.55,2.08,0.00,563.85,upi,2025-08-10,settled
set_TNMkXQaLcE2jWjXT,2025-08-12,0597025512827636,pay_H2wGq5y9Sc1K5ioR,ord_XgrZSLhON1IcDZZg,10588.50,211.77,38.12,0.00,10338.61,card,2025-08-10,settled
set_TNMkXQaLcE2jWjXT,2025-08-12,0597025512827636,pay_H0cnT45E5Nb0WX1L,ord_QLJBM1Xgr8NaDaDG,2217.43,44.35,7.98,0.00,2165.10,upi,2025-08-09,settled
set_TNMkXQaLcE2jWjXT,2025-08-12,0597025512827636,pay_Ei7CnS8oXw9KnHRC,ord_7AvAeeyleNocblA2,74200.28,1484.01,267.12,0.00,72449.15,upi,2025-08-08,settled
set_TNMkXQaLcE2jWjXT,2025-08-12,0597025512827636,pay_sFUUZp7LEhyU9Kot,ord_Lv46F3kWoXbfk6GS,3300.55,66.01,11.88,0.00,3222.66,amex,2025-08-09,settled
set_TNMkXQaLcE2jWjXT,2025-08-12,0597025512827636,pay_3AnRsErklmg4WYRj,ord_uT2wJTVWAkqDfz1a,563.44,11.27,2.03,0.00,550.14,upi,2025-08-07,settled
set_TNMkXQaLcE2jWjXT,2025-08-12,0597025512827636,pay_6NDWkmtaVpYWwSJ9,ord_AJ9wVYkgtEFRz4V7,554.21,11.08,1.99,0.00,541.14,card,2025-08-08,settled
set_S90m4mijUY5ZaSUQ,2025-08-12,4344149169993934,pay_bscYIoZBXABCS95G,ord_OZ9a13x6WAppYgpH,4025.21,120.76,21.74,0.00,3882.71,intl_card,2025-08-10,settled
set_S90m4mijUY5ZaSUQ,2025-08-12,4344149169993934,pay_N9Xo71QwfwGA88Zh,ord_5Nt5w1tSy4JBYadV,10771.57,215.43,38.78,0.00,10517.36,card,2025-08-10,settled
set_S90m4mijUY5ZaSUQ,2025-08-12,4344149169993934,pay_DQ8vehAZLsH1oIIJ,ord_IGOXiyvHNmiEo46n,1697.41,33.95,6.11,0.00,1657.35,card,2025-08-08,settled
set_S90m4mijUY5ZaSUQ,2025-08-12,4344149169993934,pay_KJARUJL9kSAFticx,ord_F2tD6p3GWmWKiErM,2809.64,56.19,10.11,0.00,2743.34,card,2025-08-09,settled
set_S90m4mijUY5ZaSUQ,2025-08-12,4344149169993934,pay_O3GHPpz6TTwbJvgI,ord_Ftb9xRx8a3IkFMd1,861.00,17.22,3.10,0.00,840.68,amex,2025-08-09,settled
set_S90m4mijUY5ZaSUQ,2025-08-12,4344149169993934,pay_zxbHrp7iCvgB5BE3,ord_YC5Jj88x28Z2r2sT,13809.75,276.19,49.71,0.00,13483.85,upi,2025-08-09,settled
set_RbO22QgpoiJCUald,2025-08-12,3988941321097202,pay_GR16PEUvwf45QdZc,ord_nw0mQi6MFbmkBr5E,947.98,28.44,5.12,0.00,914.42,intl_card,2025-08-10,settled
set_RbO22QgpoiJCUald,2025-08-12,3988941321097202,pay_tmiKnp5NXue4n8pO,ord_Hpfj5HdeCgrkQCzN,2269.28,45.39,8.17,0.00,2215.72,upi,2025-08-08,settled
set_UqdA68EjNEriLrYN,2025-08-13,1388503423622033,pay_ivpGzm4b54yYjTUU,ord_HVAqDzalAdRFamtL,305.84,6.12,1.10,0.00,298.62,upi,2025-08-08,settled
set_UqdA68EjNEriLrYN,2025-08-13,1388503423622033,pay_VeXjrBvL3AZ7jDS3,ord_gjo8TtOQSFi2otME,6056.60,121.13,21.80,0.00,5913.67,upi,2025-08-11,settled
set_UqdA68EjNEriLrYN,2025-08-13,1388503423622033,pay_gxaXtYaOcQbCYIZ5,ord_smBKUUp4xodm3hUw,2500.96,50.02,9.00,0.00,2441.94,card,2025-08-10,settled
set_UqdA68EjNEriLrYN,2025-08-13,1388503423622033,pay_ZiS3DWnfMsmJlYQc,ord_Yczqda2KIt80G4dj,894.67,17.89,3.22,0.00,873.56,card,2025-08-11,settled
set_UqdA68EjNEriLrYN,2025-08-13,1388503423622033,pay_z1LxygpOIPNfvQcH,ord_gbzC9gYtifnDSYSz,2803.54,56.07,10.09,0.00,2737.38,upi,2025-08-11,settled
set_UqdA68EjNEriLrYN,2025-08-13,1388503423622033,pay_GUP2lUUc0kBKeyAR,ord_u7UGk4riuhYrMFl2,7459.04,149.18,26.85,0.00,7283.01,upi,2025-08-10,settled
set_TSQMGSpsZtpowhBi,2025-08-13,5294690217741743,pay_WD9NomUlW50ThygO,ord_s6p0OSpyjIXtGgLw,3545.84,70.92,12.77,0.00,3462.15,card,2025-08-11,settled
set_TSQMGSpsZtpowhBi,2025-08-13,5294690217741743,pay_R4IaL2mFJe6lzBFc,ord_vR9qH8YxV6uMffCI,7997.91,159.96,28.79,0.00,7809.16,upi,2025-08-09,settled
set_TSQMGSpsZtpowhBi,2025-08-13,5294690217741743,pay_5KHqk3XN1zY9yu8H,ord_B3hnSPyZcqJZcVI1,4850.74,97.01,17.46,0.00,4736.27,upi,2025-08-09,settled
set_TSQMGSpsZtpowhBi,2025-08-13,5294690217741743,pay_OJCg6WLCFkGOPXNl,ord_GPnuEXAcxqYhZg76,2649.65,52.99,9.54,0.00,2587.12,card,2025-08-09,settled
set_TSQMGSpsZtpowhBi,2025-08-13,5294690217741743,pay_FDDBroaXLVsprDtV,ord_KJvE6mcijq2n9U8T,2537.93,50.76,9.14,0.00,2478.03,amex,2025-08-11,settled
set_TSQMGSpsZtpowhBi,2025-08-13,5294690217741743,pay_lAb9yIAxVxNuFXmc,ord_UoqJjy7KTwsnRWqU,44735.55,1342.07,241.57,0.00,43151.91,intl_card,2025-08-11,settled
set_9S0DOxz6KylRYLut,2025-08-13,2332829302025691,pay_wvRXbRPAtm6VqrGE,ord_byV4yNE8QpaBYAoc,6882.21,137.64,24.78,0.00,6719.79,upi,2025-08-10,settled
set_9S0DOxz6KylRYLut,2025-08-13,2332829302025691,pay_be8sVVoovEBjiyod,ord_BXa7GWTE6oOroy2A,2659.51,53.19,9.57,0.00,2596.75,upi,2025-08-08,settled
set_9S0DOxz6KylRYLut,2025-08-13,2332829302025691,pay_DpxmJPpYmqbXznMP,ord_ejntj8wgx0F5l9uv,1025.42,20.51,3.69,0.00,1001.22,card,2025-08-10,settled
set_9S0DOxz6KylRYLut,2025-08-13,2332829302025691,pay_JqHWJ1XnsoWNeF0l,ord_5w4qKyGolT2ZlqPY,11866.11,237.32,42.72,0.00,11586.07,upi,2025-08-09,settled
set_9S0DOxz6KylRYLut,2025-08-13,2332829302025691,pay_LC6PzvPujr2rEIbl,ord_d8q48pJbuIXXKBqy,948.02,18.96,3.41,0.00,925.65,upi,2025-08-11,settled
set_9S0DOxz6KylRYLut,2025-08-13,2332829302025691,pay_m0XM8uhPeixeVE93,ord_9xGomZeu5GbkCRaN,903.69,18.07,3.25,0.00,882.37,upi,2025-08-11,settled
set_N2ONPdEqpac5A1Id,2025-08-13,9553024530123984,pay_4IFwpBYVrYLbxN3D,ord_NQ5gndcUio3TGW3J,498.57,9.97,1.79,0.00,486.81,upi,2025-08-11,settled
set_N2ONPdEqpac5A1Id,2025-08-13,9553024530123984,pay_ILR6NyP6WY5XdZgf,ord_Q7pwCNxXg7QeulUq,298.32,5.97,1.07,0.00,291.28,card,2025-08-09,settled
set_N2ONPdEqpac5A1Id,2025-08-13,9553024530123984,pay_kJRxRWHTmT7j8ZX5,ord_h7fPhXmj9gw2vlS9,305.76,6.12,1.10,0.00,298.54,upi,2025-08-11,settled
set_N2ONPdEqpac5A1Id,2025-08-13,9553024530123984,pay_1Ip1vu2sL6trmkNq,ord_K0nly08WvF4FrDE5,576.20,11.52,2.07,0.00,562.61,card,2025-08-11,settled
set_N2ONPdEqpac5A1Id,2025-08-13,9553024530123984,pay_QIIGbwXAJM3c9q0p,ord_KWN9xOeWjc8I2EYs,4642.85,92.86,16.71,0.00,4533.28,upi,2025-08-11,settled
set_N2ONPdEqpac5A1Id,2025-08-13,9553024530123984,pay_rRVej1IHgrDBOlIS,ord_iQw5qM3jAUmRaOmj,90459.37,1809.19,325.65,0.00,88324.53,card,2025-08-08,settled
set_yKBQ4xChc6xyx4Bc,2025-08-13,2224050764871775,pay_i066vLn2q5rQD5ev,ord_XTYdhc471ZMU3o6a,9866.85,197.34,35.52,0.00,9633.99,amex,2025-08-11,settled
set_yKBQ4xChc6xyx4Bc,2025-08-13,2224050764871775,pay_bYZNI18gMG92zB6D,ord_S9mAWtRPAo16ksq6,345.21,6.90,1.24,0.00,337.07,upi,2025-08-08,settled
set_yKBQ4xChc6xyx4Bc,2025-08-13,2224050764871775,pay_3pS4Hyv1M9N0pX6f,ord_hAEpv1aGhr8wo6uJ,3565.69,71.31,12.84,0.00,3481.54,amex,2025-08-11,settled
set_yKBQ4xChc6xyx4Bc,2025-08-13,2224050764871775,pay_6qletFMAUplRa4Ii,ord_CIPp2aj1mM2tQqZZ,629.55,12.59,2.27,0.00,614.69,upi,2025-08-08,settled
set_yKBQ4xChc6xyx4Bc,2025-08-13,2224050764871775,pay_WZjzHLQW145Xz82E,ord_qTjqMIiSFjmhX2bI,10803.22,216.06,38.89,0.00,10548.27,card,2025-08-11,settled
set_yKBQ4xChc6xyx4Bc,2025-08-13,2224050764871775,pay_3SGV3s3nhD7tjutR,ord_bA7MqIoJ5QoPX4KY,9777.00,195.54,35.20,0.00,9546.26,upi,2025-08-08,settled
set_zZmz6LQXnO2bwdJf,2025-08-13,1225909566844823,pay_nDDPVXfENUgoRodc,ord_BP0mOdH6cPWl7swK,12962.27,259.25,46.66,0.00,12656.36,amex,2025-08-08,settled
set_zZmz6LQXnO2bwdJf,2025-08-13,1225909566844823,pay_VDCnGZ5XbeyiC7lJ,ord_BUqZKcHmBYiBnIcD,11517.55,230.35,41.46,0.00,11245.74,upi,2025-08-10,settled
set_zZmz6LQXnO2bwdJf,2025-08-13,1225909566844823,pay_c4G3girdGFW5ax8G,ord_JtuiHdSWDp8OaAxk,715.66,14.31,2.58,0.00,698.77,upi,2025-08-10,settled
set_zZmz6LQXnO2bwdJf,2025-08-13,1225909566844823,pay_jdzbjsMMZdCTB8hX,ord_f9WDTKjtiCdZOlmc,47033.22,940.66,169.32,0.00,45923.24,upi,2025-08-09,settled
set_zZmz6LQXnO2bwdJf,2025-08-13,1225909566844823,pay_PnEVUrhP79jkvKJY,ord_XuKuKb8CaKxeuhYS,570.30,11.41,2.05,0.00,556.84,upi,2025-08-10,settled
set_zZmz6LQXnO2bwdJf,2025-08-13,1225909566844823,pay_IdwdiEUy5ae1A2MJ,ord_M4S4NLtuu4rrYOTR,5162.20,103.24,18.58,0.00,5040.38,amex,2025-08-11,settled
set_embvELIFCg7Cr8iy,2025-08-13,9017074039251999,pay_fM3cdXkyNTnysKHg,ord_ouQFyljde4EKvfwT,530.38,10.61,1.91,0.00,517.86,upi,2025-08-11,settled
set_embvELIFCg7Cr8iy,2025-08-13,9017074039251999,pay_6a8Ahy6A45HsAczi,ord_gHsqhSmx6y6E3cE3,3578.74,71.57,12.88,0.00,3494.29,upi,2025-08-08,settled
set_embvELIFCg7Cr8iy,2025-08-13,9017074039251999,pay_sKddcuuHvSTqdfYA,ord_koFd28YNXalEiD5d,594.27,11.89,2.14,0.00,580.24,upi,2025-08-09,settled
set_embvELIFCg7Cr8iy,2025-08-13,9017074039251999,pay_lA4JCI1ISRNqDtdy,ord_ypJjTMscM9bzlPUj,9578.28,287.35,51.72,0.00,9239.21,intl_card,2025-08-11,settled
set_embvELIFCg7Cr8iy,2025-08-13,9017074039251999,pay_p9Fm5saHjnGWlVYv,ord_sZaNKIi0WZR2HAoI,683.66,13.67,2.46,0.00,667.53,amex,2025-08-11,settled
set_embvELIFCg7Cr8iy,2025-08-13,9017074039251999,pay_ZClqgORQBsJ6069X,ord_Is8Lhnsvik6sp3h2,851.22,17.02,3.06,0.00,831.14,upi,2025-08-10,settled
set_PWlt3GGK46uPiLB1,2025-08-13,2216265496330833,pay_sMcMrHFEQ9rcWRpa,ord_3IiTY0bFDnkN6RBh,4910.09,98.20,17.68,0.00,4794.21,amex,2025-08-11,settled
set_PWlt3GGK46uPiLB1,2025-08-13,2216265496330833,pay_vUwkF6CrCYzJAfIV,ord_NW81fwLRKT1oJ2uO,506.02,10.12,1.82,0.00,494.08,card,2025-08-11,settled
set_PWlt3GGK46uPiLB1,2025-08-13,2216265496330833,pay_jMQdUci0NRfMeFLR,ord_fdta7xRC5utiDdKD,11591.56,231.83,41.73,0.00,11318.00,card,2025-08-08,settled
set_PWlt3GGK46uPiLB1,2025-08-13,2216265496330833,pay_YjyX8s59YRzyBM66,ord_DY9QyLE8MYoGhamG,3061.53,61.23,11.02,0.00,2989.28,upi,2025-08-11,settled
set_PWlt3GGK46uPiLB1,2025-08-13,2216265496330833,pay_qyZWwIYU1kKspRCC,ord_T1ebhBb7v7LflaPw,349.39,6.99,1.26,0.00,341.14,upi,2025-08-08,settled
set_PWlt3GGK46uPiLB1,2025-08-13,2216265496330833,pay_2pIhpFpXBFBvRzeH,ord_wVaWfV0yG7nzrbt7,2977.23,59.54,10.72,0.00,2906.97,upi,2025-08-08,settled
set_8Sb4BfgfjUQBK1mX,2025-08-13,8519537749266329,pay_7MDns9TaoNlv3yFD,ord_Sl1Tcv1g26nmDWnQ,13260.06,265.20,47.74,0.00,12947.12,card,2025-08-11,settled
set_8Sb4BfgfjUQBK1mX,2025-08-13,8519537749266329,pay_skgkOigtyTz7Kn6U,ord_A0SJYEYcFcn3cFt4,4951.24,99.02,17.82,0.00,4834.40,upi,2025-08-10,settled
set_8Sb4BfgfjUQBK1mX,2025-08-13,8519537749266329,pay_7Dh6umDtDQNbaPZK,ord_trgi9dX7chhp1qxQ,658.78,13.18,2.37,0.00,643.23,card,2025-08-11,settled
set_urYbcsJZzsp7CXUQ,2025-08-14,8085133138004983,pay_4BwF9paE01jw38v0,ord_BkZk4ih9dwWNvtSc,16414.69,328.29,59.09,0.00,16027.31,upi,2025-08-12,settled
set_urYbcsJZzsp7CXUQ,2025-08-14,8085133138004983,pay_24N91F8q6ptAleMb,ord_XYs5cVPEHXiYEyPe,256.22,5.12,0.92,0.00,250.18,upi,2025-08-12,settled
set_urYbcsJZzsp7CXUQ,2025-08-14,8085133138004983,pay_f8FkHTpldZ1ouGya,ord_29hgjPi6tqweUzX6,9952.03,199.04,35.83,0.00,9717.16,upi,2025-08-12,settled
set_urYbcsJZzsp7CXUQ,2025-08-14,8085133138004983,pay_qGeY3oh7ZOh4pBtY,ord_oWd8KMqFdKJex6eO,167732.87,3354.66,603.84,0.00,163774.37,upi,2025-08-12,settled
set_urYbcsJZzsp7CXUQ,2025-08-14,8085133138004983,pay_wncYkLabzfjqbY69,ord_MxZGakQhjl9YMiiL,11140.25,222.81,40.11,0.00,10877.33,upi,2025-08-12,settled
set_rJyF0FzwXSp2sh1h,2025-08-14,8764019185488064,pay_UL4l3hlckOThIVdc,ord_Jq53vqn6WN7dc9Xr,629.33,12.59,2.27,0.00,614.47,upi,2025-08-11,settled
set_rJyF0FzwXSp2sh1h,2025-08-14,8764019185488064,pay_a8zXBz4WuBBEs5Hb,ord_B91G5HIQLE04MGxZ,122586.65,2451.73,441.31,0.00,119693.61,amex,2025-08-11,settled
set_rJyF0FzwXSp2sh1h,2025-08-14,8764019185488064,pay_3wUiLEzk6VYxhbo0,ord_ivu7cckBHEn9pOT7,1798.67,35.97,6.47,0.00,1756.23,upi,2025-08-12,settled
set_rJyF0FzwXSp2sh1h,2025-08-14,8764019185488064,pay_TaDovAlQkngbzen9,ord_1jjrZHBUxmz5F0Pk,317.16,6.34,1.14,0.00,309.68,upi,2025-08-12,settled
