order_id,order_date,customer_id,product_sku,quantity,gross_amount,currency,payment_method,payment_status,refund_status,refund_amount,created_at,notes
ord_9MCY1HTC02U3GvuB,2025-08-16,cust_MRhvpQJH7i,SKU-1002,2,3197.46,INR,upi,captured,none,0.00,2025-08-16 11:57:13.328,
ord_IrRPEmVbIdpGDaLk,2025-08-13,cust_mTysph8ucI,SKU-3004,4,448.31,INR,international_card,captured,none,0.00,2025-08-13 15:44:44.456,
ord_scON1m4Yrpw2cBdV,2025-08-11,cust_lHGyxUoxhY,SKU-2002,2,3191.80,INR,visa_mc_domestic,captured,none,0.00,2025-08-11 19:18:49.356,
ord_XVykwawhOpE5jekc,2025-08-12,cust_7EGyvXeoFy,SKU-3005,5,37264.65,INR,upi,captured,none,0.00,2025-08-12 07:28:11.315,
ord_uocSmbM2Sxq46s49,2025-08-13,cust_HSWiDryW11,SKU-1004,4,8942.68,INR,upi,captured,none,0.00,2025-08-13 00:32:25.867,
ord_sZaNKIi0WZR2HAoI,2025-08-11,cust_nZcwlaLfib,SKU-2001,2,683.66,INR,amex_diners,captured,none,0.00,2025-08-11 16:08:05.140,
ord_etsQ5jCCdWj7Etg1,2025-08-16,cust_glPnppqhjm,SKU-3005,3,1043.13,INR,visa_mc_domestic,captured,none,0.00,2025-08-16 17:29:33.080,
ord_fdta7xRC5utiDdKD,2025-08-08,cust_eHEwPmRPtl,SKU-3005,5,11591.56,INR,visa_mc_domestic,captured,none,0.00,2025-08-08 18:39:01.293,
ord_yQrex1VFI5Je9vOb,2025-08-14,cust_VnuHKYSuuh,SKU-2002,4,1580.60,INR,visa_mc_domestic,captured,none,0.00,2025-08-14 09:36:46.862,
ord_A5bq7qC4n7a41UQG,2025-08-14,cust_utkMUqLhpz,SKU-1001,4,283.13,INR,visa_mc_domestic,captured,none,0.00,2025-08-14 15:29:49.691,
ord_VsPCmDk3NlH7FlXv,2025-08-14,cust_rPc6n5Ra4v,SKU-2001,3,259.20,INR,upi,captured,none,0.00,2025-08-14 14:11:57.113,
ord_DY9QyLE8MYoGhamG,2025-08-11,cust_EtwBeoACYJ,SKU-2001,4,3061.53,INR,upi,captured,none,0.00,2025-08-11 16:06:02.074,
ord_eb0wwhA7ydj5WqYn,2025-08-14,cust_V0vRMi7oSY,SKU-1002,3,4540.86,INR,visa_mc_domestic,captured,none,0.00,2025-08-14 07:34:54.983,
ord_tILskeDhThzb9CDw,2025-08-04,cust_pcq2Jj5CIo,SKU-2003,5,761.04,INR,upi,captured,none,0.00,2025-08-04 12:13:51.669,
ord_An4yGlzDyHkmDMUz,2025-08-15,cust_qhT7NCKDQu,SKU-1003,3,2754.64,INR,amex_diners,captured,none,0.00,2025-08-15 16:20:07.999,
ord_CG0lwAeALFo2Zyvq,2025-08-07,cust_Z6lCLe6mwV,SKU-1001,5,294.01,INR,visa_mc_domestic,captured,none,0.00,2025-08-07 08:17:33.461,
ord_8m19fcmMDGJ04eJ5,2025-08-04,cust_Pm3cGDhJBf,SKU-1002,2,10927.07,INR,upi,captured,none,0.00,2025-08-04 15:18:13.445,
ord_Zu3OGOOZM3EkDbNl,2025-08-06,cust_MWQUBjRGcZ,SKU-3003,3,436.13,INR,upi,captured,none,0.00,2025-08-06 12:08:29.737,
ord_wnlK81F1e9kzRttP,2025-08-09,cust_kJjA8CdvCg,SKU-2003,1,1962.05,INR,amex_diners,captured,none,0.00,2025-08-09 13:14:57.949,
ord_uqZNWO9ApKcjk8cI,2025-08-15,cust_mrAmXqgSur,SKU-2005,5,1828.59,INR,upi,captured,none,0.00,2025-08-15 12:50:55.379,
ord_F2tD6p3GWmWKiErM,2025-08-09,cust_tu2ruvT3fa,SKU-1001,1,2809.64,INR,visa_mc_domestic,captured,none,0.00,2025-08-09 10:07:41.489,
ord_gHsqhSmx6y6E3cE3,2025-08-08,cust_Rre2gmS8hI,SKU-2001,4,3578.74,INR,upi,captured,none,0.00,2025-08-08 21:04:06.168,
ord_LBxzgUjowepgicj3,2025-08-08,cust_XR0JR7mJhL,SKU-1003,2,293.53,INR,upi,captured,none,0.00,2025-08-08 09:16:14.495,
ord_jbWMrp8Jb8hHB5v6,2025-08-09,cust_foS38u9pxt,SKU-3005,4,1449.26,INR,visa_mc_domestic,captured,none,0.00,2025-08-09 09:47:34.999,
ord_3IiTY0bFDnkN6RBh,2025-08-11,cust_MTl64WJ0WX,SKU-1005,3,4910.09,INR,amex_diners,captured,none,0.00,2025-08-11 16:05:32.403,
ord_Ftb9xRx8a3IkFMd1,2025-08-09,cust_FZ4ZisuILX,SKU-2004,4,861.00,INR,amex_diners,captured,none,0.00,2025-08-09 06:37:48.384,
ord_SicBAQ7zdo3ZeqPH,2025-08-08,cust_WdbPq8yXtB,SKU-1005,2,1584.55,INR,visa_mc_domestic,captured,none,0.00,2025-08-08 14:04:38.763,
ord_2IKQa4WRg6fvLFuh,2025-08-17,cust_SqqFjzAgXe,SKU-2001,2,323.64,INR,upi,captured,none,0.00,2025-08-17 11:54:43.819,
ord_zxiq70srxZ4HIBVq,2025-08-06,cust_vVsByN1IOH,SKU-1003,1,4052.09,INR,upi,captured,none,0.00,2025-08-06 18:56:38.535,
ord_EwuCGxfDHPEpuw5M,2025-08-07,cust_JuRjV1wmfE,SKU-3004,5,10288.39,INR,upi,captured,none,0.00,2025-08-07 10:22:01.092,
ord_LR3h8GNfrWkb7LVX,2025-08-07,cust_9HGIvriCUH,SKU-1005,4,2248.03,INR,visa_mc_domestic,captured,none,0.00,2025-08-07 14:26:07.779,
ord_OZ9a13x6WAppYgpH,2025-08-10,cust_58E8Uk9Hzs,SKU-1005,5,4025.21,INR,international_card,captured,none,0.00,2025-08-10 12:37:06.759,
ord_6Wp69fJcHeO6Btze,2025-08-04,cust_USmvogecSe,SKU-2004,3,4237.93,INR,visa_mc_domestic,captured,none,0.00,2025-08-04 22:24:38.695,
ord_h7Ba4XTXcCi1SreI,2025-08-15,cust_poqjd0fYe8,SKU-2005,3,7844.38,INR,upi,captured,none,0.00,2025-08-15 12:48:07.582,
ord_BCzVuB3VGVWVoPok,2025-08-15,cust_KhCoafaBdB,SKU-2001,4,2289.69,INR,upi,captured,none,0.00,2025-08-15 06:19:07.345,
ord_yGpUfvVmWbe0w0hR,2025-08-04,cust_OuF0FUExdN,SKU-3003,1,8018.47,INR,upi,captured,none,0.00,2025-08-04 11:36:25.823,
ord_ahMYmcvLBr1jN7uc,2025-08-14,cust_45tDMcOuv0,SKU-2002,3,46889.82,INR,international_card,captured,none,0.00,2025-08-14 14:39:54.787,
ord_MZzoPlZHLPzciboC,2025-08-06,cust_xoK07eB1Fl,SKU-3004,1,29245.24,INR,visa_mc_domestic,captured,none,0.00,2025-08-06 11:01:16.808,
ord_p2Y00OjfHpjwgeFl,2025-08-16,cust_txu6NGNRZ1,SKU-1001,4,3798.47,INR,upi,captured,none,0.00,2025-08-16 18:21:53.598,
ord_Taq726WsyB7l0p6q,2025-08-16,cust_T7WyH11Y4Y,SKU-3005,3,4745.29,INR,upi,captured,none,0.00,2025-08-16 16:16:35.393,
ord_ON34n2vZC1z6dZ0s,2025-08-17,cust_fVlytcBDnn,SKU-3003,2,360.06,INR,upi,captured,none,0.00,2025-08-17 07:10:44.267,
ord_TFJg8zv0qxTdtQqz,2025-08-16,cust_L262N65om4,SKU-2003,2,881.46,INR,upi,captured,none,0.00,2025-08-16 11:05:26.376,
ord_YaQFW6Hsa5cpHsL1,2025-08-16,cust_I1l9RpZZJR,SKU-1005,2,4629.31,INR,visa_mc_domestic,captured,none,0.00,2025-08-16 11:47:31.391,
ord_koFd28YNXalEiD5d,2025-08-09,cust_ryAfX8pI3C,SKU-1003,3,594.27,INR,upi,captured,none,0.00,2025-08-09 23:42:51.612,
ord_2ITgIHCH2zu5R2mv,2025-08-08,cust_T9vJ0oxDJO,SKU-1001,4,764.77,INR,visa_mc_domestic,captured,none,0.00,2025-08-08 14:27:57.168,
ord_H3eb9icGsJVMRzuy,2025-08-13,cust_9AvL5PeFUR,SKU-3001,1,3361.35,INR,upi,captured,none,0.00,2025-08-13 20:37:13.597,
ord_zJFzoc7kA8o6Utt7,2025-08-13,cust_nUDE7XYL71,SKU-1002,1,20702.92,INR,upi,captured,none,0.00,2025-08-13 08:55:03.820,
ord_Yo7JSxt54lWFWMbY,2025-08-08,cust_aWLnFf8pos,SKU-3005,4,3588.90,INR,upi,captured,none,0.00,2025-08-08 14:27:05.774,
ord_Sb4dJH30gSCECGaF,2025-08-14,cust_PFfHpLLYF2,SKU-1005,3,2819.99,INR,upi,captured,none,0.00,2025-08-14 16:52:16.363,
ord_byV4yNE8QpaBYAoc,2025-08-10,cust_em8WpqYSHA,SKU-1002,1,6882.21,INR,upi,captured,none,0.00,2025-08-10 19:47:38.743,
ord_MoobmwLScdBKJr7d,2025-08-17,cust_jzDAns80tk,SKU-2004,3,519.74,INR,visa_mc_domestic,captured,none,0.00,2025-08-17 13:15:12.301,
ord_klqyesgaTD3Zde6V,2025-08-15,cust_LVON4Vl0oI,SKU-1005,4,174962.11,INR,upi,captured,none,0.00,2025-08-15 13:10:18.743,
ord_oWd8KMqFdKJex6eO,2025-08-12,cust_QpK1fyUHOi,SKU-2003,3,167732.87,INR,upi,captured,none,0.00,2025-08-12 04:01:22.902,
ord_C2QJqfpr5bc0GGlw,2025-08-05,cust_KHMWtrve1J,SKU-2001,3,6229.83,INR,upi,captured,none,0.00,2025-08-05 18:02:32.107,
ord_bZvPyVfFXuWpJuaO,2025-08-16,cust_c0xWBJAx6F,SKU-2001,4,74648.70,INR,upi,captured,none,0.00,2025-08-16 13:58:26.919,
ord_YC5Jj88x28Z2r2sT,2025-08-09,cust_lJZn3mmbVy,SKU-3001,4,13809.75,INR,upi,captured,none,0.00,2025-08-09 00:17:57.540,
ord_CUstH9RFiguJBxkO,2025-08-16,cust_t0QfHu6bjA,SKU-2001,2,14890.00,INR,amex_diners,captured,none,0.00,2025-08-16 11:27:32.113,
ord_s6p0OSpyjIXtGgLw,2025-08-11,cust_ZFaINEpYiw,SKU-3004,3,3545.84,INR,visa_mc_domestic,captured,none,0.00,2025-08-11 07:45:27.848,
ord_q6tZKfec8fgrcCJi,2025-08-05,cust_WRgHSXSBIw,SKU-2002,1,25680.74,INR,upi,captured,none,0.00,2025-08-05 15:26:07.123,
ord_NyeHV1Zjj3wdslvf,2025-08-11,cust_1UxpZOYh73,SKU-3002,3,4463.81,INR,upi,captured,none,0.00,2025-08-11 17:42:28.152,
ord_BnvTnnF7hu7gufBo,2025-08-12,cust_Mz0jFhTke5,SKU-2001,4,219.25,INR,visa_mc_domestic,captured,none,0.00,2025-08-12 10:01:17.805,
ord_TPHGKIPFTZKmUBDY,2025-08-09,cust_XzHMukeuXH,SKU-1001,3,2628.31,INR,visa_mc_domestic,captured,none,0.00,2025-08-09 08:57:20.264,
ord_Bn4BikGvoHjb0fwI,2025-08-12,cust_77iCy7moKD,SKU-3005,4,400.71,INR,upi,captured,none,0.00,2025-08-12 23:50:15.550,
ord_XVnkfCtiSYHIiRal,2025-08-16,cust_QucP8VclAq,SKU-3001,1,1017.12,INR,upi,captured,none,0.00,2025-08-16 11:43:21.650,
ord_pZ3rvhwoEBzppVyz,2025-08-09,cust_rAc6bNBR5W,SKU-1002,5,4233.66,INR,upi,captured,none,0.00,2025-08-09 12:53:49.831,
ord_OeWR4rMMyY1jeioj,2025-08-14,cust_HEQjOgwLq9,SKU-3002,5,3722.72,INR,visa_mc_domestic,captured,none,0.00,2025-08-14 15:11:04.602,
ord_Aapo0U0ZHgegCsC4,2025-08-12,cust_U2y9Nq74MU,SKU-1002,1,545.56,INR,upi,captured,none,0.00,2025-08-12 13:00:25.199,
ord_kmUPGOVDUx6wmvmj,2025-08-05,cust_T0EH4bSmEq,SKU-2004,1,505.16,INR,upi,captured,none,0.00,2025-08-05 22:58:02.386,
ord_mZ1wmccamGopBgkG,2025-08-04,cust_04HfWdmLIC,SKU-1003,3,3052.50,INR,international_card,captured,none,0.00,2025-08-04 15:04:37.808,
ord_uT2wJTVWAkqDfz1a,2025-08-07,cust_wVpr8lUj7m,SKU-2002,3,563.44,INR,upi,captured,none,0.00,2025-08-07 22:40:58.206,
ord_e5nqcNdvyyXYzAAW,2025-08-12,cust_n4W8MRNQK0,SKU-1004,2,340.86,INR,upi,captured,none,0.00,2025-08-12 07:18:28.199,
ord_4BqXwG6SOyo68922,2025-08-05,cust_xLXXl8PCmL,SKU-2004,3,8276.81,INR,upi,captured,none,0.00,2025-08-05 08:56:59.133,
ord_nRHfketwxmKY2uXg,2025-08-06,cust_d7dknxoM3c,SKU-1004,4,540.02,INR,visa_mc_domestic,captured,none,0.00,2025-08-06 11:23:33.711,
ord_j6XiIFbVkcmacZxT,2025-08-10,cust_oWF0fnw5GE,SKU-1001,5,357.32,INR,upi,captured,none,0.00,2025-08-10 02:28:14.271,
ord_Puv0LlI1shQvRV96,2025-08-17,cust_o961OsNOki,SKU-2003,4,1343.50,INR,upi,captured,none,0.00,2025-08-17 15:41:00.483,
ord_a6Zb0BI2SteoVNau,2025-08-16,cust_kjBI89jx4j,SKU-2002,4,512.51,INR,visa_mc_domestic,captured,none,0.00,2025-08-16 17:34:19.333,
ord_XdU7nSKpLzlBM4XM,2025-08-08,cust_WAU4Y9IZuY,SKU-3005,2,364.54,INR,visa_mc_domestic,captured,none,0.00,2025-08-08 16:04:29.058,
ord_ypJjTMscM9bzlPUj,2025-08-11,cust_Fo4V0xYz0Z,SKU-1003,5,9578.28,INR,international_card,captured,none,0.00,2025-08-11 13:36:02.754,
ord_LjY6O1QmS4rsNe9i,2025-08-09,cust_wZKMCBnpcV,SKU-2002,2,1042.95,INR,upi,captured,none,0.00,2025-08-09 06:06:32.784,
ord_rIpccFosbdRKzlKH,2025-08-15,cust_AQbLs3hbCn,SKU-2004,1,2233.30,INR,upi,captured,none,0.00,2025-08-15 12:04:42.781,
ord_lDXMP4MABAyqD7Fz,2025-08-14,cust_fyUmm5YaOG,SKU-2001,2,723.19,INR,upi,captured,none,0.00,2025-08-14 09:10:02.425,
ord_YcEyoWENSl8Gh90K,2025-08-05,cust_q8rUn2T0dU,SKU-2005,5,3044.10,INR,upi,captured,none,0.00,2025-08-05 15:40:44.397,
ord_Ok9Om3TtumDXSJMC,2025-08-15,cust_URnvg8oRB0,SKU-2001,3,631.45,INR,upi,captured,none,0.00,2025-08-15 15:28:47.898,
ord_9xrN2gLnEe7D96HK,2025-08-12,cust_facKMalSj7,SKU-1004,3,31840.97,INR,visa_mc_domestic,captured,none,0.00,2025-08-12 18:59:13.241,
ord_YKbftvyxBX0v5kJt,2025-08-08,cust_XlEIdJLAfs,SKU-2003,4,47909.97,INR,upi,captured,none,0.00,2025-08-08 12:19:29.290,
ord_XenkZC5XjMbP4sfe,2025-08-15,cust_5tPCynproQ,SKU-2003,2,681.72,INR,international_card,captured,none,0.00,2025-08-15 12:03:41.394,
ord_0Avn4Yk3gLazPS7o,2025-08-10,cust_2tFnwVIu5Y,SKU-1005,1,172458.41,INR,upi,captured,none,0.00,2025-08-10 15:46:26.770,
ord_GvZZRaKLIefGjNMu,2025-08-16,cust_Zmm1KSXRVk,SKU-2003,4,6008.09,INR,upi,captured,none,0.00,2025-08-16 17:16:57.892,
ord_Q7pwCNxXg7QeulUq,2025-08-09,cust_WYl82xA1Yz,SKU-3005,2,298.32,INR,visa_mc_domestic,captured,none,0.00,2025-08-09 23:52:15.963,
ord_RryWmodZL97yBWCy,2025-08-09,cust_YlFa55914t,SKU-1005,5,314.53,INR,visa_mc_domestic,captured,none,0.00,2025-08-09 16:14:38.496,
ord_2wsBeFz99c37dhPK,2025-08-14,cust_B5UXRsp6pp,SKU-3005,5,2967.84,INR,upi,captured,none,0.00,2025-08-14 16:06:27.732,
ord_UNj5EV4usow7bOQS,2025-08-05,cust_L6jHTXtTkL,SKU-2002,4,2460.10,INR,upi,captured,none,0.00,2025-08-05 07:47:37.959,
ord_5HpkGA0TySNqJRu0,2025-08-17,cust_fqQ0jnNS7D,SKU-3003,3,773.41,INR,upi,captured,none,0.00,2025-08-17 16:38:20.316,
ord_5Nt5w1tSy4JBYadV,2025-08-10,cust_R5rhGUx1D5,SKU-1005,4,10771.57,INR,visa_mc_domestic,captured,none,0.00,2025-08-10 12:33:46.289,
ord_rSINutAtjq9J6a05,2025-08-05,cust_D8ok8mZCOe,SKU-3002,5,147919.55,INR,visa_mc_domestic,captured,none,0.00,2025-08-05 12:30:11.967,
ord_w9pFcyXnbAHHn4Nk,2025-08-13,cust_xLenajGD4x,SKU-1003,4,5197.46,INR,amex_diners,captured,none,0.00,2025-08-13 13:44:47.096,
ord_ywgDzhyouMoH1rAb,2025-08-09,cust_oFPuFHS7K8,SKU-3001,1,236.93,INR,visa_mc_domestic,captured,none,0.00,2025-08-09 08:08:36.211,
ord_4ShIeT49lfqpCCI1,2025-08-07,cust_kRtaiQoKc6,SKU-3001,4,20013.54,INR,upi,captured,none,0.00,2025-08-07 21:38:35.221,
ord_Et9rLXoylaJ9aBlE,2025-08-05,cust_EnWUQ1NAX8,SKU-2002,1,6235.03,INR,visa_mc_domestic,captured,none,0.00,2025-08-05 14:43:35.416,
ord_tTyegr1il3K6YVt8,2025-08-12,cust_dHAfJHXtDs,SKU-2001,2,9182.44,INR,visa_mc_domestic,captured,none,0.00,2025-08-12 14:56:54.412,
ord_L9xfRa62yS16ZTFE,2025-08-15,cust_Duie27aftd,SKU-2004,5,9054.71,INR,amex_diners,captured,none,0.00,2025-08-15 10:05:10.589,
ord_LzAahV9o596qCbK5,2025-08-16,cust_WIVDeK8Uqz,SKU-3004,1,586.50,INR,upi,captured,none,0.00,2025-08-16 14:14:11.076,
ord_NtjNS5nzCcmeWmUV,2025-08-04,cust_VGeFfJHeJo,SKU-1004,4,2197.14,INR,visa_mc_domestic,captured,none,0.00,2025-08-04 12:46:11.411,
ord_3hQ9obIuA2rGRIaU,2025-08-04,cust_pQaixsUv2f,SKU-3005,4,966.14,INR,upi,captured,none,0.00,2025-08-04 09:12:30.982,
ord_HVAqDzalAdRFamtL,2025-08-08,cust_PyMryrfL9k,SKU-3001,2,305.84,INR,upi,captured,none,0.00,2025-08-08 17:55:16.717,
ord_QLJBM1Xgr8NaDaDG,2025-08-09,cust_P3LAoTRRla,SKU-1005,4,2217.43,INR,upi,captured,none,0.00,2025-08-09 11:22:45.428,
ord_pqvIWyuklORkFGnl,2025-08-04,cust_yLbG6mSdvh,SKU-1003,1,534.57,INR,upi,captured,none,0.00,2025-08-04 15:58:56.670,
ord_P20483bs4EZ5fBlr,2025-08-06,cust_8LyehfEbfi,SKU-2002,4,1827.70,INR,upi,captured,none,0.00,2025-08-06 11:36:03.813,
ord_JNr2xcrgSNriKCOC,2025-08-06,cust_QxnPzhAVlW,SKU-1002,5,306.89,INR,amex_diners,captured,none,0.00,2025-08-06 21:17:59.136,
ord_S9mAWtRPAo16ksq6,2025-08-08,cust_MbUMn1Ybta,SKU-1003,4,345.21,INR,upi,captured,none,0.00,2025-08-08 19:40:38.564,
ord_yKj6LRT2yqLIacnY,2025-08-15,cust_AGXGAz5IvQ,SKU-3001,5,973.09,INR,upi,captured,none,0.00,2025-08-15 14:46:48.827,
ord_hy0FIv3yTdPhQhBC,2025-08-12,cust_ZANOXVR5qq,SKU-3002,1,4963.07,INR,upi,captured,none,0.00,2025-08-12 11:32:56.856,
ord_G7WmH553lLglqJpS,2025-08-17,cust_4p5ysEA5Jo,SKU-2001,2,3885.37,INR,visa_mc_domestic,captured,none,0.00,2025-08-17 11:56:06.277,
ord_yHatIUHvVed8lnI6,2025-08-07,cust_hhyXkajqur,SKU-1004,3,995.12,INR,upi,captured,none,0.00,2025-08-07 12:35:31.551,
ord_WdIG4W0wIczi5aNN,2025-08-15,cust_XB7XrpEz1B,SKU-2001,2,261.65,INR,amex_diners,captured,none,0.00,2025-08-15 08:44:45.146,
ord_zZvdIg6dsbnAGDnl,2025-08-06,cust_a6csPjSO5Q,SKU-1002,5,4804.29,INR,upi,captured,none,0.00,2025-08-06 14:00:25.852,
ord_NmNLui0ydTnzKxoM,2025-08-05,cust_0BRhEluTin,SKU-1001,2,981.33,INR,amex_diners,captured,none,0.00,2025-08-05 07:23:38.797,
ord_C9dCFT8u7fTYWIpU,2025-08-15,cust_JkXk0RJc2F,SKU-3002,2,43261.66,INR,international_card,captured,none,0.00,2025-08-15 14:32:51.793,
ord_Is9f9lgvbISm6Csq,2025-08-07,cust_7j9GAvT1x3,SKU-2003,1,1678.87,INR,upi,captured,none,0.00,2025-08-07 10:39:38.076,
ord_KRWFLvPdP2oIHjC1,2025-08-10,cust_HW07XqfQ2q,SKU-2005,1,7448.17,INR,amex_diners,captured,none,0.00,2025-08-10 12:39:58.696,
ord_A0SJYEYcFcn3cFt4,2025-08-10,cust_DVlNtHch6J,SKU-1004,3,4951.24,INR,upi,captured,none,0.00,2025-08-10 17:12:25.336,
ord_X6WadD17qQnFEZSs,2025-08-17,cust_QzF3VuKVZd,SKU-3002,2,115517.60,INR,upi,captured,none,0.00,2025-08-17 13:13:42.914,
ord_jzi3MsjIpztztA35,2025-08-11,cust_pQs961nnjC,SKU-3002,2,3184.34,INR,upi,captured,none,0.00,2025-08-11 19:07:50.993,
ord_lNNLq7WWSTyHe9ZV,2025-08-17,cust_HKaKkhX0qb,SKU-1005,5,46705.90,INR,upi,captured,none,0.00,2025-08-17 14:33:48.343,
ord_9xGomZeu5GbkCRaN,2025-08-11,cust_dH74ZyrtAX,SKU-1004,5,903.69,INR,upi,captured,none,0.00,2025-08-11 14:07:12.876,
ord_T34pA4CBx0gtTKja,2025-08-12,cust_YD5a6YtYTJ,SKU-1004,1,6263.30,INR,upi,captured,none,0.00,2025-08-12 22:12:39.659,
ord_nw0mQi6MFbmkBr5E,2025-08-10,cust_nwLoNM0tyX,SKU-1005,1,947.98,INR,international_card,captured,none,0.00,2025-08-10 02:46:08.464,
ord_B91G5HIQLE04MGxZ,2025-08-11,cust_a3nbJS4on0,SKU-1002,3,122586.65,INR,amex_diners,captured,none,0.00,2025-08-11 21:04:13.703,
ord_lAgPHlhgvNW3BIFq,2025-08-06,cust_Frocyb65PM,SKU-3004,3,65434.19,INR,upi,captured,none,0.00,2025-08-06 11:30:12.976,
ord_kKMsabkQTGXMV3yb,2025-08-04,cust_Szn7VBLUxW,SKU-1002,2,8719.64,INR,upi,captured,none,0.00,2025-08-04 21:16:37.419,
ord_TAqsNjTOERNNis6y,2025-08-14,cust_qayMDeCRHc,SKU-2005,3,1945.69,INR,upi,captured,none,0.00,2025-08-14 06:57:41.431,
ord_Rn194R0Y34CnEFxs,2025-08-08,cust_iTlYrc07HX,SKU-2005,1,238.27,INR,upi,captured,none,0.00,2025-08-08 11:22:25.081,
ord_I91sOFsyyhAqD2CC,2025-08-08,cust_xXr5kHTJk0,SKU-3005,4,3672.94,INR,visa_mc_domestic,captured,none,0.00,2025-08-08 06:21:44.627,
ord_gjo8TtOQSFi2otME,2025-08-11,cust_dXeVyvfT6r,SKU-3001,2,6056.60,INR,upi,captured,none,0.00,2025-08-11 06:00:42.221,
ord_NW81fwLRKT1oJ2uO,2025-08-11,cust_gVHiVNYaUb,SKU-2001,1,506.02,INR,visa_mc_domestic,captured,none,0.00,2025-08-11 10:01:30.677,
ord_MLKRlgGDPGH3jOgR,2025-08-13,cust_Gt2QMwVRkt,SKU-1002,2,3801.88,INR,visa_mc_domestic,captured,none,0.00,2025-08-13 16:25:25.402,
ord_t0qKqKUc7paB82Kv,2025-08-04,cust_ePGyj9zgKJ,SKU-1002,1,3944.75,INR,visa_mc_domestic,captured,none,0.00,2025-08-04 15:30:37.001,
ord_eVhpPczSUgp10eQg,2025-08-14,cust_oIePt8WuM7,SKU-3001,1,181571.61,INR,upi,captured,none,0.00,2025-08-14 02:26:54.225,
ord_h492K4VUk6RLjrzH,2025-08-16,cust_R8eqcJ7mpS,SKU-1005,1,5155.92,INR,upi,captured,none,0.00,2025-08-16 13:50:50.355,
ord_NzHeAVzDI2wf7i7s,2025-08-06,cust_4SB5PqXY43,SKU-3005,3,1693.21,INR,visa_mc_domestic,captured,none,0.00,2025-08-06 23:12:27.599,
ord_qTjqMIiSFjmhX2bI,2025-08-11,cust_sdaaZBi7au,SKU-2005,3,10803.22,INR,visa_mc_domestic,captured,none,0.00,2025-08-11 16:32:59.701,
ord_HhjSuYYAy2cDDzoU,2025-08-05,cust_UDtptDMIte,SKU-1004,2,2243.56,INR,upi,captured,none,0.00,2025-08-05 18:36:30.707,
ord_xmMEJ2gPGBfY5SdL,2025-08-07,cust_lboHJBIuOf,SKU-3002,5,584.37,INR,upi,captured,none,0.00,2025-08-07 18:34:16.841,
ord_p7epYrGZaBciASn3,2025-08-13,cust_7dsR8W1fVr,SKU-2002,5,724.74,INR,visa_mc_domestic,captured,none,0.00,2025-08-13 13:58:58.363,
ord_oic1Iwo5E0d7lLrf,2025-08-14,cust_kkkzEBtOpe,SKU-3001,4,1926.14,INR,upi,captured,none,0.00,2025-08-14 14:08:44.331,
ord_ytO3K3uaDlH0Evl0,2025-08-06,cust_IniMeqNuag,SKU-3003,2,219.39,INR,upi,captured,none,0.00,2025-08-06 11:44:28.386,
ord_FCIAwj1Vq7tgLMzf,2025-08-09,cust_xbm2jHgGeD,SKU-2004,3,857.06,INR,upi,captured,none,0.00,2025-08-09 15:35:54.141,
ord_5PrE28Ej05fYDrGd,2025-08-08,cust_QUvIht5p2O,SKU-1002,5,39608.18,INR,upi,captured,none,0.00,2025-08-08 16:02:21.431,
ord_yVEZt53dIsGeNVdw,2025-08-07,cust_wMlXqBdYXH,SKU-3002,4,1462.33,INR,upi,captured,none,0.00,2025-08-07 02:03:01.792,
ord_38WMbDOkOu3xj9As,2025-08-17,cust_LCVoPSldHE,SKU-1005,5,764.20,INR,visa_mc_domestic,captured,none,0.00,2025-08-17 05:03:08.449,
ord_31bSWi1P3ThGVZ6e,2025-08-05,cust_gSiHswCObv,SKU-1002,1,1135.02,INR,upi,captured,none,0.00,2025-08-05 10:08:53.999,
ord_kS7D0XBXbNXohoBv,2025-08-04,cust_54ykuVzaat,SKU-3002,1,10532.94,INR,upi,captured,none,0.00,2025-08-04 20:48:57.344,
ord_5R9hasvQ7c9O4RqR,2025-08-07,cust_YmWowylHjT,SKU-1005,2,1069.07,INR,upi,captured,none,0.00,2025-08-07 17:18:21.584,
ord_c7d0ND6RlTDLvR1H,2025-08-14,cust_DHCq1jCsDs,SKU-1005,3,875.94,INR,visa_mc_domestic,captured,none,0.00,2025-08-14 09:55:39.671,
ord_hCOGfHEMjzqEaRBl,2025-08-09,cust_X6SBWSJkGN,SKU-2001,5,12420.43,INR,amex_diners,captured,none,0.00,2025-08-09 12:26:57.667,
ord_s6XkoJvo779j9nth,2025-08-05,cust_logTMj4Ux8,SKU-1004,4,4889.59,INR,upi,captured,none,0.00,2025-08-05 19:33:51.052,
ord_Ot2WVf4olbZjzHhw,2025-08-10,cust_QRTFa8jnv3,SKU-3005,4,296.63,INR,upi,captured,none,0.00,2025-08-10 16:42:08.620,
ord_vsdG1zBKEfgYaHrO,2025-08-08,cust_UlGsE564nt,SKU-2002,3,12001.14,INR,upi,captured,none,0.00,2025-08-08 08:57:52.919,
ord_Lv46F3kWoXbfk6GS,2025-08-09,cust_j0aUTLIyt9,SKU-1004,4,3300.55,INR,amex_diners,captured,none,0.00,2025-08-09 04:33:57.537,
ord_TVKReNK6QlGORFif,2025-08-06,cust_3hMeyWR6ab,SKU-1003,4,287.69,INR,upi,captured,none,0.00,2025-08-06 02:57:02.982,
ord_4H3eFIRp8xuNEJUc,2025-08-15,cust_q3CGrgLizm,SKU-3001,1,669.07,INR,upi,captured,none,0.00,2025-08-15 14:49:04.723,
